Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem
Şanliurfa,Hilvan,Güluşağı,Abdullah DEBE,38.6678,37.5827
Şanliurfa,Hilvan,Gürgür,Nihat BAYDAR,,
Şanliurfa,Hilvan,Hanmağara,Ahmet GELEZ,38.8805,37.5823
Şanliurfa,Hilvan,Hayrat,Mehmet ATLIHAN,38.6905,37.5362
Şanliurfa,Hilvan,Hoşin,Ramazan BAYAT,38.8618,37.6306
Şanliurfa,Hilvan,İncirli,Refik SALGUT,,
Şanliurfa,Hilvan,Kadıkent,Mehmet MANAY,38.8769,37.6679
Şanliurfa,Hilvan,Karaburç,Fevzi BEDLEK,38.9153,37.6285
Şanliurfa,Hilvan,Karacurun,Fethi YILDIZ,,
Şanliurfa,Hilvan,Karakucak,Mehmet Fatih KARAKUCAK,39.0711,37.648
Şanliurfa,Hilvan,Karapınar,İsa AKBALIK,38.9593,37.4011
Şanliurfa,Hilvan,Kavalık,İbrahim Halil LAYIK,38.6528,37.5263
Şanliurfa,Hilvan,Kepirhisar,Bedrettin BAYIK,38.9041,37.5909
Şanliurfa,Hilvan,Kepirkucak,Suat ÖZAĞAÇHANLI,39.1813,37.5602
Şanliurfa,Hilvan,Kırbaşı,Mehmet Celal AVCI,38.8868,37.5039
Şanliurfa,Hilvan,Korgun,Kemal BEYRET,38.8924,37.6537
Şanliurfa,Hilvan,Kovancı,Mustafa ZAF,38.6448,37.548
Şanliurfa,Hilvan,Küçük gölcük,Lami KATI,,
Şanliurfa,Hilvan,Kuskunlu,Abdulkadir TURGUT,39.1891,37.4831
Şanliurfa,Hilvan,Malören,Adem KENKEŞ,38.8922,37.5638
Şanliurfa,Hilvan,Mantarlı,Ramazan TÜYSÜZ,39.1556,37.5112
Şanliurfa,Hilvan,Nasreddin,,,
Şanliurfa,Hilvan,Ömerli,Mehmet Cevher PERTAV,38.984,37.625
Şanliurfa,Hilvan,Orgız,Ahmet Celal KORELLI,38.8178,37.6148
Şanliurfa,Hilvan,Ovacık,Mehmet ŞILDIR,,
Şanliurfa,Hilvan,Oymaağaç,Mehmet Fatih GERGER,38.799,37.6026
Şanliurfa,Hilvan,Özbaş,Deniz PAYDAŞ,,
Şanliurfa,Hilvan,Özveren,Zeynel ŞA,38.9993,37.4137
Şanliurfa,Hilvan,Saluca,Halil BAYUK,38.8989,37.6163
Şanliurfa,Hilvan,Söğütlü,Hikmet ALAN,38.6987,37.5156
Şanliurfa,Hilvan,Sucuhan,Mehmet Ali KITAYBAHADIR,,
Şanliurfa,Hilvan,Üçüzler,Süleyman ÖZKAYA,38.9326,37.558
Şanliurfa,Hilvan,Ustahasan,Abdurrahman ÜÇEŞ,39.0388,37.4979
Şanliurfa,Hilvan,Uzuncuk,Veysi KABAL,39.0098,37.4978
Şanliurfa,Hilvan,Yakınyurt,Mehmet Nazif İZOL,38.6967,37.5069
Şanliurfa,Hilvan,Yeni,Vedat SEYMEN,,
Şanliurfa,Hilvan,Yeşerdi,Cuma İFŞAT,38.6437,37.5723
Şanliurfa,Hilvan,Yuvacalı,Selçuk ÇELİK,39.0138,37.5548
Şanliurfa,Halfeti,Altınova,Ramazan EREM,38.0651,37.2708
Şanliurfa,Halfeti,Argaç,Mehmet Ali ARSLAN,,
Şanliurfa,Halfeti,Argıl,İbrahim ÇOBAN,,
Şanliurfa,Halfeti,Aşağıgöğlü,Doğan ÖZKAN,38.0287,37.3251
Şanliurfa,Halfeti,Balaban,Aziz ÇINAR,38.0423,37.2547
Şanliurfa,Halfeti,Beyburcu,Ramazan AKDENİZ,38.2063,37.2565
Şanliurfa,Halfeti,Bitek,Mehmet SUNGUR,,
Şanliurfa,Halfeti,Bozyazı,Sait GÜNERİ,37.932,37.359
Şanliurfa,Halfeti,Bulaklı,Mehmet ÖZTÜRK,37.8877,37.1661
Şanliurfa,Halfeti,Çakallı,Osman ÖZTÜRK,38.0163,37.4092
Şanliurfa,Halfeti,Çebekoğlu,Kamil GÜNDEŞ,37.9429,37.3781
Şanliurfa,Halfeti,Cumhuriyet,Süleyman GÜNEŞ,,
Şanliurfa,Halfeti,Dergili,Bahattin ERDİL,37.9859,37.3883
Şanliurfa,Halfeti,Durak,Mehmet ÇUBAN,37.9427,37.2804
Şanliurfa,Halfeti,Dutluca,Ali KAYA,,
Şanliurfa,Halfeti,Erikli,Haşım KARADAL,38.0137,37.2855
Şanliurfa,Halfeti,Fırat,Mehmet Metin AKÇAY,,
Şanliurfa,Halfeti,Fıstıközü,Adem YALÇINKAYA,37.9054,37.1932
Şanliurfa,Halfeti,Gözeli,Celal KARAKUŞ,37.8972,37.3235
Şanliurfa,Halfeti,Gülaçan,Sait GÜNDÜZ,38.0502,37.3814
Şanliurfa,Halfeti,Günece,Mehmet Emin YAPICI,38.0847,37.2423
Şanliurfa,Halfeti,Gürkuyu,İsmet ÇELİK,38.1114,37.286
Şanliurfa,Halfeti,Gürlüce,Tevfik ERKAN,,
Şanliurfa,Halfeti,Hilalli,Ali TUNCEL,,
Şanliurfa,Halfeti,Kalkan,Mustafa BULUT,38.0837,37.3283
Şanliurfa,Halfeti,Kantarma,Yusuf SÖNMEZ,,
Şanliurfa,Halfeti,Karaotlak,Abdurrahman KORKMAZ,37.9459,37.232
Şanliurfa,Halfeti,Kavaklıca,Recep ÇELLİK,37.862,37.1644
Şanliurfa,Halfeti,Kayalar,Tevfik DÜNDAR,37.963,37.3762
Şanliurfa,Halfeti,Kınık,Müslüm ÖZER,,
Şanliurfa,Halfeti,Kurugöl,Hasan YEŞİLOVA,38.0185,37.351
Şanliurfa,Halfeti,Macunlu,Hikmet YILMAZ,38.165,37.277
Şanliurfa,Halfeti,Narlık,Süleyman MAVİGÖK,,
Şanliurfa,Halfeti,Ömerli,Erdal KAHRAMAN,37.9396,37.3203
Şanliurfa,Halfeti,Ortayol,Tayhan VURAL,37.9666,37.2945
Şanliurfa,Halfeti,Özmüş,Kamil BAYSÖZ,38.0222,37.1909
Şanliurfa,Halfeti,Rüştiye,Yücel Edip GÖKÇEK,,
Şanliurfa,Halfeti,Savaşan,Duran KAPLAN,37.8689,37.2931
Şanliurfa,Halfeti,Saylakkaya,Cahit SARIKUŞ,37.9145,37.2931
Şanliurfa,Halfeti,Seldek,,37.9087,37.258
Şanliurfa,Halfeti,Selmanlı,Seydi GÖRMEZ,,
Şanliurfa,Halfeti,Şimaliye,Ziyattin KÖSE,,
Şanliurfa,Halfeti,Sırataşlar,Mustafa ŞAHİN,37.9914,37.4197
Şanliurfa,Halfeti,Siyahgül,İsmail KANNECİ,,
Şanliurfa,Halfeti,Sütveren,İbrahim ATSIZ,38.0047,37.2301
Şanliurfa,Halfeti,Tavşanören,Mehmet BAYSÖZ,38.1202,37.2336
Şanliurfa,Halfeti,Yenimahalle,Bülent YİĞİT,,
