Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem
Osmaniye,Kadirli,ÇİĞDEMLİ,Reşit ÇİĞİL,36.156,37.3545
Osmaniye,Kadirli,ÇINAR,Vehbi ŞANLIER,36.0258,37.3371
Osmaniye,Kadirli,COŞKUNLAR,Ali BİLALOĞLU,36.0135,37.2832
Osmaniye,Kadirli,ÇUKURKÖPRÜ,Erol ARSLANTAŞ,35.9174,37.3402
Osmaniye,Kadirli,DEĞİRMENDERE,Ergün İSPENOĞLU,36.2711,37.665
Osmaniye,Kadirli,Dere,Durdu Mehmet KIRCALIOĞLU,,
Osmaniye,Kadirli,Dervişpaşa,Mustafa HAYTAOĞLU,,
Osmaniye,Kadirli,DURMUŞSOFULAR,Gazi CÖMERT,36.2401,37.38
Osmaniye,Kadirli,ELBİSTANLI,Adnan AKİ,36.1445,37.4611
Osmaniye,Kadirli,ERDOĞDU,Resul ŞEKEROĞLU,35.9969,37.3245
Osmaniye,Kadirli,GÖZTAŞI,Mustafa AÇIKKAR,,
Osmaniye,Kadirli,HACIHALİLOĞLU,Remzi Şahin ÖZTORUN,36.0169,37.3171
Osmaniye,Kadirli,HALİTAĞALAR,Turhan BİRCAN,36.0399,37.3495
Osmaniye,Kadirli,HARDALLIK,Şenol ŞAHİN,35.972,37.373
Osmaniye,Kadirli,HARKAŞTIĞI,İrfan TOPÇU,36.0864,37.4121
Osmaniye,Kadirli,KABAYAR,Volkan ÇAPAR,,
Osmaniye,Kadirli,KARABACAK,Çağatay GÜLDÜR,36.0399,37.2661
Osmaniye,Kadirli,KARAKÜTÜK,Mustafa AKDUMANLI,36.1345,37.4213
Osmaniye,Kadirli,KARATEPE,Mehmet ÇAKICIOĞLU,36.2358,37.2531
Osmaniye,Kadirli,KAYASUYU,Namık ERAT,36.214,37.4013
Osmaniye,Kadirli,KERİMLİ,Ali KOÇYİĞİT,35.9887,37.2724
Osmaniye,Kadirli,KESİKKELİ,Murat İSPİR,,
Osmaniye,Kadirli,KESİM,Ramazan PALTACI,,
Osmaniye,Kadirli,KİREMİTLİ,Orhan KOLLU,35.9379,37.3339
Osmaniye,Kadirli,KIZYUSUFLU,Mehmet TÜRKMENOĞLU,36.2045,37.335
Osmaniye,Kadirli,KOÇLU,Fatma KADIOĞLU,36.1883,37.5009
Osmaniye,Kadirli,KÖSEPINARI,Hasan UÇAR,36.1415,37.5772
Osmaniye,Kadirli,KÜMBET,İbrahim YUMUŞAK,36.0541,37.3308
Osmaniye,Kadirli,Kurtuluş,Süleyman BÜYÜKAKÇALI,,
Osmaniye,Kadirli,MECİDİYE,Niyazi TOMRİS,35.9507,37.216
Osmaniye,Kadirli,MEHEDİNLİ,Musa BAŞSARI,36.1736,37.3265
Osmaniye,Kadirli,MEZRETLİ,Mehmet TEKEŞ,36.1178,37.3456
Osmaniye,Kadirli,NARLIKIŞLA,Mehmet GÜRLEK,36.0415,37.3381
Osmaniye,Kadirli,ÖKSÜZLÜ,Gürhan SARIAKÇALI,35.9724,37.324
Osmaniye,Kadirli,ORUÇBEY,Mehmet KARACANOĞLU,36.2287,37.4617
Osmaniye,Kadirli,Pazar,Gürsel ADAKLI,,
Osmaniye,Kadirli,ŞAHAPLI,Suat YEL,36.087,37.4009
Osmaniye,Kadirli,SARITANIŞMANLI,Emin GÜVEN,36.2472,37.4468
Osmaniye,Kadirli,Savrun,Mustafa YAPICI,,
Osmaniye,Kadirli,Şehit Halis Şişman,Döndü HANÇER,,
Osmaniye,Kadirli,Şehit İbrahim Kundakçı,Mustafa ÇETİN,,
Osmaniye,Kadirli,Şehit Kansu Küçükateş,Ayhan KÜRTÜL,,
Osmaniye,Kadirli,Şehit Mehmet Delikuş,İsmet DEMİRALAY,,
Osmaniye,Kadirli,Şehit Mehmet Hallaç,Murat ÇEVİK,,
Osmaniye,Kadirli,Şehit Mustafa Yağız,İlyas SEMERCİOĞLU,,
Osmaniye,Kadirli,Şehit Orhan Gök,Hasan DERTLİ,,
Osmaniye,Kadirli,Şehit Vedat Kocadallı,Abidin GÜRLEK,,
Osmaniye,Kadirli,SOFULAR,Haşim YAŞKEÇELİ,36.2281,37.3637
Osmaniye,Kadirli,SÖĞÜTLÜDERE,Fikri BOZ,,
Osmaniye,Kadirli,TAHTA,Yakup ACARCA,,
Osmaniye,Kadirli,TATARLI,Hamdi EŞKİ,36.0213,37.2458
Osmaniye,Kadirli,TEKELİ,Abdullah İNCEOĞLU,35.9244,37.2279
Osmaniye,Kadirli,TOPRAKTEPE,Veli BAŞSARI,36.0697,37.3067
Osmaniye,Kadirli,TOZLU,Hasan UZUN,35.9311,37.2466
Osmaniye,Kadirli,Tufanpaşa,Şevket DALGIÇ,,
Osmaniye,Kadirli,VAYVAYLI,Abdurahman BİRYOL,36.0373,37.3025
Osmaniye,Kadirli,YALNIZDUT,Halit BÜYÜKÇOLAK,36.0424,37.2762
Osmaniye,Kadirli,Yeni,Hanifi BALLI,,
Osmaniye,Kadirli,YENİGÜN,Mehmet BÜYÜKERYILMAZ,36.1923,37.4025
Osmaniye,Kadirli,YENİKÖY,Kenan ÖZYÜKSEL,35.935,37.2861
Osmaniye,Kadirli,Yeşiltepe,Murat ÖVER,,
Osmaniye,Kadirli,YOĞUNOLUK,Mustafa ÖZÇATAL,36.2092,37.5678
Osmaniye,Kadirli,YUKARIBOZKUYU,Selahattin DEVECİ,36.1319,37.2766
Osmaniye,Kadirli,YUKARIÇAYANLI,Adem TOPALAK,36.1755,37.3587
Osmaniye,Kadirli,YUSUFİZZETTİN,Ali ABİ,36.0785,37.4068
Osmaniye,Bahçe,ARICAKLI,Ali BOLAT,36.6042,37.1895
Osmaniye,Bahçe,ARIKLIKAŞ,Adnan SARIKÖSE,36.5093,37.1927
Osmaniye,Bahçe,AŞAĞI KARADERE,Muhammet Ali ŞEN,,
Osmaniye,Bahçe,AŞAĞIARICAKLI,Halil İbrahim EROĞLU,36.6315,37.1671
Osmaniye,Bahçe,Aslanlı,Cafer TOPALOĞLU,,
Osmaniye,Bahçe,Bahçelievler,Hasan DUMAN,,
Osmaniye,Bahçe,BEKDEMİR,Zekeriye ÇELİK,36.5858,37.2451
Osmaniye,Bahçe,BURGAÇLI,Sayım KÖKSAL,36.4639,37.1959
Osmaniye,Bahçe,Çamlıca,İbrahim ERGEN,,
Osmaniye,Bahçe,Cumhuriyet,Yavuz AK,,
Osmaniye,Bahçe,Esentepe,Ali AKDENİZ,,
Osmaniye,Bahçe,GÖKMUSTAFALI,Semih ÖZ,36.5906,37.1822
Osmaniye,Bahçe,İNDERESİ,Haydar AKDENİZ,36.6336,37.2539
Osmaniye,Bahçe,İslam,Murat KÖKEN,,
Osmaniye,Bahçe,İstiklal,Zekeriya DEMİR,,
Osmaniye,Bahçe,Kale,Sebahattin DEMİR,,
Osmaniye,Bahçe,KAMAN,Ali BALİ,36.6706,37.1776
Osmaniye,Bahçe,Karşıyaka,Mehmet DEMİRTAŞ,,
Osmaniye,Bahçe,KIZLAÇ,Ömer Faruk ALTINTAŞ,36.6408,37.1799
Osmaniye,Bahçe,NOHUT,Ali KALAY,,
Osmaniye,Bahçe,ÖRENCİK,Fevzi ASLAN,36.5504,37.2257
Osmaniye,Bahçe,SAVRANLI,Hüseyin AKAR,36.568,37.1742
Osmaniye,Bahçe,YAYLALIK,Tahsin KILIÇ,36.5784,37.2646
Osmaniye,Bahçe,Yeni,Murat AÇIKGÖZ,,
Osmaniye,Bahçe,Yeşilyurt,Mehmet GÜLSEVEN,,
Osmaniye,Bahçe,YUKARIKARADERE,Ali AKYÜZ,,
Osmaniye,Düziçi,AKÇAKOYUNLU,Yusuf ATAŞ,36.4266,37.1786
Osmaniye,Düziçi,ALİBOZLU,Mehmet OKUŞ,36.4286,37.2887
Osmaniye,Düziçi,Aydınlar,Mahmut KIVRAK,,
Osmaniye,Düziçi,BAYINDIRLI,Süleyman ATCI,36.3805,37.3125
Osmaniye,Düziçi,Boğaziçi,Ömer PEHLİVANOĞULLARI,,
Osmaniye,Düziçi,BOSTANLAR,Hüseyin GÖL,36.3976,37.2615
Osmaniye,Düziçi,Boyalı,Hulusi KÜÇÜK,,
Osmaniye,Düziçi,ÇAMİÇİ,Musa KIRTÜRK,36.4429,37.2251
Osmaniye,Düziçi,ÇATAK,Mehmet İSLAH,36.5311,37.2879
Osmaniye,Düziçi,Celliler,Kadir KESKİN,,
Osmaniye,Düziçi,ÇERÇİOĞLU,Bahri KİRKİT,36.2844,37.2814
Osmaniye,Düziçi,Çevlik,Vesellem COŞKUN,,
Osmaniye,Düziçi,Çiftlik,Nurettin Ersin ALA,,
Osmaniye,Düziçi,Çiraz,Halil İNCİMET,,
Osmaniye,Düziçi,ÇİTLİ,Dursun SARIOĞLU,36.4694,37.3227
Osmaniye,Düziçi,ÇOTLU,İrfan KIMIRTI,36.4482,37.3364
Osmaniye,Düziçi,Çukuroba,Mehmet PEKSOY,,
Osmaniye,Düziçi,Cumhuriyet,Hasan TÜRKOĞLU,,
Osmaniye,Düziçi,Demirciler,Hakkı ÇERÇİ,,
Osmaniye,Düziçi,Dümbürdek,Yakup KÜTÜK,,
Osmaniye,Düziçi,ELBEYLİ,Veysel TORUN,36.4149,37.3303
Osmaniye,Düziçi,FARSAK,Bekir BALÇIK,36.3925,37.2861
Osmaniye,Düziçi,GÖKÇAYIR,Mustafa TOSUN,36.4688,37.2918
Osmaniye,Düziçi,Gökyıldız,Mehmet YILDIZ,,
Osmaniye,Düziçi,GÜMÜŞ,Musa GÜMÜŞ,36.3408,37.3106
Osmaniye,Düziçi,GÜZELYURT,Menderes KARAMAN,36.3443,37.3439
Osmaniye,Düziçi,Hacılar,Hamit ÖNER,,
Osmaniye,Düziçi,Haruniye,Ömer Faruk DİLBEROĞLU,,
Osmaniye,Düziçi,Hürriyet,Muhammet Mustafa BİYAZ,,
Osmaniye,Düziçi,İrfanlı,Mahmut PEHLİVANOĞLU,,
Osmaniye,Düziçi,İstiklal,Tuncay DEPREM,,
Osmaniye,Düziçi,Karacaoğlan,Ali KIRAÇ,,
Osmaniye,Düziçi,Karacaören,Yunus MART,,
Osmaniye,Düziçi,Karaçarlı,Murat CAN,,
Osmaniye,Düziçi,KARAGEDİK,Özkan ÜSTÜNTAŞ,36.278,37.2279
Osmaniye,Düziçi,KARAGUZ,Mehmet KUŞCUOĞLU,36.4051,37.3676
Osmaniye,Düziçi,Karlıca,Ahmet ALACA,,
Osmaniye,Düziçi,Karşıyaka,Mehmet SUNA,,
Osmaniye,Düziçi,Katobası,Remzi KÖNİ,,
Osmaniye,Düziçi,Kürt Mahmutlar,İsa HEDEF,,
Osmaniye,Düziçi,Kurtbeyoğlu,Yusuf EMEK,,
Osmaniye,Düziçi,Kurtuluş,Hasan GÜZEL,,
Osmaniye,Düziçi,KUŞÇU,Hasan ÇİLGASİT,36.4028,37.349
Osmaniye,Düziçi,OLUKLU,Hulusi YALMAN,36.3222,37.2662
Osmaniye,Düziçi,Peçenek,Orhan OFLAZ,,
Osmaniye,Düziçi,PİRSULTANLI,Ahmet BOZASLAN,36.3296,37.3044
Osmaniye,Düziçi,Şehit Ali Gökçe,Zeynel YEŞİLDEMİR,,
Osmaniye,Düziçi,Şehit Hüseyin Sarı,Şemsettin SARI,,
Osmaniye,Düziçi,Şehit Kemal Keskin,Yusuf KAPLAN,,
Osmaniye,Düziçi,SELVERLER,Süleyman KIRBAŞ,36.2792,37.2095
Osmaniye,Düziçi,SÖĞÜTLÜGÖL,Aziz TOPUKSUZ,,
Osmaniye,Düziçi,Soylar,Ökkeş SİYAH,,
Osmaniye,Düziçi,Üzümlü,Eren YAŞ,,
Osmaniye,Düziçi,Uzunbanı,Ökkeş YİĞİT,,
Osmaniye,Düziçi,YAZLAMAZLI,Nuri CURUK,36.3594,37.2355
Osmaniye,Düziçi,Yenice Haruniye,İbrahim KILIÇ,,
Osmaniye,Düziçi,YENİFARSAK,Ökkeş İDİN,,
Osmaniye,Düziçi,Yeşilbayır,,,
Osmaniye,Düziçi,YEŞİLDERE,Habip DEMİR,,
Osmaniye,Düziçi,YEŞİLKÖY,İsmet ÇOLAK,,
Osmaniye,Düziçi,Yeşilova,Abdurrahman AKSAY,,
Osmaniye,Düziçi,Yeşilyurt,Halil DONBALOĞLU,,
Osmaniye,Düziçi,YEŞİLYURT,Osman GÖL,,
Kahramanmaraş,Pazarcik,15 Temmuz,Abidin AKIŞ,,
Kahramanmaraş,Pazarcik,Ahmet Bozdağ,Recep SERTTAŞ,,
Kahramanmaraş,Pazarcik,Akçakoyunlu,Talat ORAK,37.1855,37.3446
Kahramanmaraş,Pazarcik,Akçalar,Rıza SERT,37.4552,37.5504
Kahramanmaraş,Pazarcik,Akdemir,Eren KALIR,37.015,37.2768
Kahramanmaraş,Pazarcik,Armutlu,Süleyman TAHTALI,37.2564,37.5059
Kahramanmaraş,Pazarcik,Aşağımülk,Eyup ÜVEYİK,37.4769,37.4404
Kahramanmaraş,Pazarcik,Bağdınısağır,Adem KARDEŞ,,
Kahramanmaraş,Pazarcik,Başçeşme,Zeynel GÖZEGİR,37.2133,37.3306
Kahramanmaraş,Pazarcik,Bölükçam,Şıho KARAIŞIK,37.2041,37.4465
Kahramanmaraş,Pazarcik,Büyüknacar Fatih,Yasin GÜMÜŞOLUK,,
Kahramanmaraş,Pazarcik,Büyüknacar Kocadere,Müslüm BELVEREN,,
Kahramanmaraş,Pazarcik,Büyüknacar Merkez,Üzeyir KARABUDAK,,
Kahramanmaraş,Pazarcik,Çamlıca,Duran ŞIHYÜREK,37.2477,37.5709
Kahramanmaraş,Pazarcik,Çamlıtepe,Musa KALEMCİ,,
Kahramanmaraş,Pazarcik,Cengiz Topel,Ali ŞALLI,,
Kahramanmaraş,Pazarcik,Çiçekalanı,Murtaza OSANÇ,37.2891,37.5168
Kahramanmaraş,Pazarcik,Çiçekköy,Ufuk MUTLUCAN,37.1374,37.3196
Kahramanmaraş,Pazarcik,Çiğdemtepe,Mustafa AKPINAR,,
Kahramanmaraş,Pazarcik,Cimikanlı,Abidin ŞENPALIT,37.2398,37.3781
Kahramanmaraş,Pazarcik,Çöçelli,Murat SIMSIK,37.1275,37.2794
Kahramanmaraş,Pazarcik,Damlataş,Ali KUNDURU,,
Kahramanmaraş,Pazarcik,Dedepaşa,Mehmet EFLATUN,37.1261,37.3332
Kahramanmaraş,Pazarcik,Eğlen,Mehmet ÇALIŞKAN,37.1317,37.3267
Kahramanmaraş,Pazarcik,Eğrice,Dede KITAY,37.3319,37.3612
Kahramanmaraş,Pazarcik,Emiroğlu,Aziz BAYRAMOĞLU,37.057,37.3317
Kahramanmaraş,Pazarcik,Evri Pınarbaşı,Yahya YURDABAKAN,,
Kahramanmaraş,Pazarcik,Evri Taşbiçme,Adem AKPOLAT,,
Kahramanmaraş,Pazarcik,Fatih,Hüseyin MİTİL,,
Kahramanmaraş,Pazarcik,Ganidağıketiler,Mulla PİRBUDAK,37.424,37.4686
Kahramanmaraş,Pazarcik,Göçer,İsa TEKİN,37.4399,37.6419
Kahramanmaraş,Pazarcik,Göynük,İlyas ORTASÖZ,37.4329,37.6773
Kahramanmaraş,Pazarcik,Hanobası,Rıza ASLAN,37.1283,37.3078
Kahramanmaraş,Pazarcik,Harmancık,Mustafa KAYNARCAN,37.542,37.5151
Kahramanmaraş,Pazarcik,Hasankoca,Galip BEYGÖZLÜ,37.287,37.4565
Kahramanmaraş,Pazarcik,Hürriyet,Mahmut YILDIRIM,37.406,37.3684
Kahramanmaraş,Pazarcik,İncirli,Mehmet PINARBAŞI,37.3226,37.4615
Kahramanmaraş,Pazarcik,Kadıncık,Mehmet HAYIRSÖZ,37.1647,37.3662
Kahramanmaraş,Pazarcik,Karaağaç,Mustafa YENİALTUN,37.3461,37.6163
Kahramanmaraş,Pazarcik,Karabıyıklı,Halil KARSIZ,37.1869,37.3014
Kahramanmaraş,Pazarcik,Karaçay,Selçuk BABAOĞLU,37.1178,37.3461
Kahramanmaraş,Pazarcik,Karagöl,Mayıl ASİLTÜRK,37.3484,37.345
Kahramanmaraş,Pazarcik,Karahüyük,Mehmet SAKINMAZ,37.0304,37.264
Kahramanmaraş,Pazarcik,Keleş,Recep TUNÇER,37.2862,37.3531
Kahramanmaraş,Pazarcik,Kizirli,Tayyar İPER,37.4755,37.5386
Kahramanmaraş,Pazarcik,Kızkapanlı,Salman ULUKÜTÜK,37.2873,37.3875
Kahramanmaraş,Pazarcik,Kuzeykent,Ali KOLSUZ,37.2763,37.3656
Kahramanmaraş,Pazarcik,Mehmet Emin Arıkoğlu,Murat KÖKSOY,,
Kahramanmaraş,Pazarcik,Memiş Özdal,Hatice ÜSTE,,
Kahramanmaraş,Pazarcik,Memişkahya,Salman GÖRATAŞ,37.3112,37.4468
Kahramanmaraş,Pazarcik,Menderes,Veysel TOZ,,
Kahramanmaraş,Pazarcik,Mezraa,Vakkas BAĞDINLI,,
Kahramanmaraş,Pazarcik,Musolar,Taylan SAPAN,37.3843,37.5769
Kahramanmaraş,Pazarcik,Narlı Bahçelievler,Mustafa ŞAŞKARA,,
Kahramanmaraş,Pazarcik,Narlı Cumhuriyet,Sezgin SONZAMANCI,,
Kahramanmaraş,Pazarcik,Narlı İsmetpaşa,Semra AÇIK,,
Kahramanmaraş,Pazarcik,Nefsidoğanlı,Ahmet URAS,37.1485,37.4079
Kahramanmaraş,Pazarcik,Ördekdede,Sezai TAN,37.0979,37.3001
Kahramanmaraş,Pazarcik,Osmandede,Serkan ELKOCA,37.0997,37.3241
Kahramanmaraş,Pazarcik,Sadakalar,Nuri TALAN,37.3771,37.4509
Kahramanmaraş,Pazarcik,Şahintepe,Salman KEKLİK,37.2969,37.5504
Kahramanmaraş,Pazarcik,Sakarkaya,Mehmet ÇETİN,37.4281,37.6499
Kahramanmaraş,Pazarcik,Salluuşağı,Aziz ŞAPKUR,,
Kahramanmaraş,Pazarcik,Salmanıpak,Tevfik TORUN,37.2167,37.4024
Kahramanmaraş,Pazarcik,Salmanlı,Kadir DOĞRU,37.2564,37.3996
Kahramanmaraş,Pazarcik,Sarıerik,Doğan KUMARGAL,37.0956,37.3503
Kahramanmaraş,Pazarcik,Sarıl,Muhittin UZUNTOK,,
Kahramanmaraş,Pazarcik,Şehit Nurettin Ademoğlu,Aziz GÜL,,
Kahramanmaraş,Pazarcik,Soku,Fevzi GEÇİCİ,37.4114,37.6183
Kahramanmaraş,Pazarcik,Sultanlar,Ömer KORÇAK,37.2679,37.3469
Kahramanmaraş,Pazarcik,Taşdemir,Metin ULAKCI,37.5285,37.5511
Kahramanmaraş,Pazarcik,Tetirlik,Hüseyin ÖZDEMİR,37.2733,37.5391
Kahramanmaraş,Pazarcik,Tilkiler,Rıza ÖZKAYTAN,37.4904,37.5171
Kahramanmaraş,Pazarcik,Turunçlu,Kamber KUZU,37.4172,37.4347
Kahramanmaraş,Pazarcik,Ufacıklı,Nazmi KARAASLAN,37.3314,37.4121
Kahramanmaraş,Pazarcik,Ulubahçe,Cuma YUMRUTAŞ,37.3497,37.4955
Kahramanmaraş,Pazarcik,Yarbaşı,Turan KARTALKANAT,37.223,37.4781
Kahramanmaraş,Pazarcik,Yeşilkent,Yunus ÇÖÇEN,,
Kahramanmaraş,Pazarcik,Yiğitler,İsa İLKSÖZ,37.2985,37.3354
Kahramanmaraş,Pazarcik,Yolboyu,Mehmet MERHAN,37.2251,37.457
Kahramanmaraş,Pazarcik,Yukarıhücüklü,Vakkas YÜREK,,
Kahramanmaraş,Pazarcik,Yukarımülk,Cuma HÖSÜK,37.4683,37.4518
Kahramanmaraş,Pazarcik,Yumaklıcerit Bağlar,Salih KEYİF,,
Kahramanmaraş,Pazarcik,Yumaklıcerit Cumhuriyet ,Seydi KESEN,,
Kahramanmaraş,Nurhak,Ağcaşar,Yusuf YANIK,37.3475,38.0812
Kahramanmaraş,Nurhak,Alçiçek Değirmenkaya,Aydın SARIDAŞ,,
Kahramanmaraş,Nurhak,Barış,Hayri YÜKSEL,,
Kahramanmaraş,Nurhak,Biçim,Durmuş DOĞRU,,
Kahramanmaraş,Nurhak,Eskiköy,Halil KOYUN,,
Kahramanmaraş,Nurhak,Gürsel,,37.2867,37.9474
Kahramanmaraş,Nurhak,Hüyük,Emrah BAŞ,,
Kahramanmaraş,Nurhak,Karaçar,Ali Ekber GEDİK,,
Kahramanmaraş,Nurhak,Karşıyaka,Osman MAZI,,
Kahramanmaraş,Nurhak,Kıyılar,Hüseyin DELİCE,,
Kahramanmaraş,Nurhak,Kullar,Kemal GÜRLEK,,
Kahramanmaraş,Nurhak,Pınarbaşı,Hüseyin ERİK,,
Kahramanmaraş,Nurhak,Seyitaliler,Durmuş GÜZEL,,
Kahramanmaraş,Nurhak,TATLAR,Kamil GÜRLEK,,
Kahramanmaraş,Nurhak,Umutlu,Hamit VURAL,37.3211,37.8895
Kahramanmaraş,Nurhak,Yenimahalle,Recep GÜZEL,,
Kahramanmaraş,Göksun,Acıelma,Hasan BEKTAŞ,36.4128,38.0074
Kahramanmaraş,Göksun,Ahmetçik,Muhammet TORUN,,
Kahramanmaraş,Göksun,Alıçlıbucak,Binali KORKMAZ,36.526,38.0843
Kahramanmaraş,Göksun,Altınoba,Nadir ŞAHAN,36.4025,38.2386
Kahramanmaraş,Göksun,Apıklar,Ahmet ÇALIK,,
Kahramanmaraş,Göksun,Arslanbeyçiftliği,Ramazan LEVENT,,
Kahramanmaraş,Göksun,Bahçelievler,İlyas ARSLAN,,
Kahramanmaraş,Göksun,Berit,,,
Kahramanmaraş,Göksun,Bozarmut,Gülsel SÖYLER,,
Kahramanmaraş,Göksun,BOZHÜYÜK,Mevlüt KARSLI,,
Kahramanmaraş,Göksun,Büyükçamurlu,Dinçer AĞDENİZ,36.381,37.898
Kahramanmaraş,Göksun,BÜYÜKKIZILCIK,Mehmet KÖKKAYA,,
Kahramanmaraş,Göksun,Çağlayan,Fahrettin DİŞÇEKEN,,
Kahramanmaraş,Göksun,Çamdere,Orhan SÖYLER,36.5464,38.1232
Kahramanmaraş,Göksun,ÇARDAK,Coşkun AKSU,,
Kahramanmaraş,Göksun,Cumhuriyet,Umut PELTEK,,
Kahramanmaraş,Göksun,DEĞİRMENDERE,Sami DEMİREL,,
Kahramanmaraş,Göksun,Doğankonak,Hamit MERCAN,36.4297,38.253
Kahramanmaraş,Göksun,Elmalı,Mikail GÜNGÖR,36.6599,38.015
Kahramanmaraş,Göksun,ERİCEK,Mehmet GÜL,,
Kahramanmaraş,Göksun,Esenköy,Mustafa ARSLAN,36.665,38.1963
Kahramanmaraş,Göksun,Fındıkköy,Maruf ONUR,,
Kahramanmaraş,Göksun,Fındıklıkoyak,Hasan KİŞİ,36.4395,37.9427
Kahramanmaraş,Göksun,Gölpınar,Semet AYDIN,36.5052,37.9669
Kahramanmaraş,Göksun,Göynük,Cevdet YAĞMUR,36.406,38.1882
Kahramanmaraş,Göksun,Gücüksu,İsmail ÖZDEN,36.6501,38.053
Kahramanmaraş,Göksun,Güldağı,Mehmet DEMİRCİ,,
Kahramanmaraş,Göksun,Güller,Kahraman YALÇIN,,
Kahramanmaraş,Göksun,Hacıkodal,Ali ATLI,36.305,37.9155
Kahramanmaraş,Göksun,Hacımirza,Hayati ELBİSTAN,,
Kahramanmaraş,Göksun,Hacıömer,Erdoğan ÇİFTÇİ,36.6052,38.0533
Kahramanmaraş,Göksun,Harbiye,Kürşat TÜYLÜ,,
Kahramanmaraş,Göksun,Huğtaş,Muzaffer DEMİRCİ,36.3814,37.9803
Kahramanmaraş,Göksun,Kaleboynu,Mehmet YENER,36.2169,37.9502
Kahramanmaraş,Göksun,Kaleköy,Nizamettin AKDENİZ,36.6137,38.0443
Kahramanmaraş,Göksun,Kamışcık,Sefa GEL,36.8745,38.1133
Kahramanmaraş,Göksun,KANLIKAVAK,Lütfi BUĞDAYCI,,
Kahramanmaraş,Göksun,Karaahmet,Baykal COŞKUN,36.5707,38.0204
Kahramanmaraş,Göksun,Karadut,Hüseyin TÜRK,36.9326,38.0874
Kahramanmaraş,Göksun,Karaömer,İsmail UÇAR,36.6964,38.1242
Kahramanmaraş,Göksun,Kavşut,Zeki KÖŞKER,36.5681,38.1983
Kahramanmaraş,Göksun,Kayabaşı,Çetin TÜRKMEN,,
Kahramanmaraş,Göksun,Kazandere,Süleyman YENER,,
Kahramanmaraş,Göksun,Keklikoluk,Görken NAVRUZ,36.4587,38.2049
Kahramanmaraş,Göksun,Kemalpaşa,Hikmet KİRİK,36.9199,38.1112
Kahramanmaraş,Göksun,Kınıkkonaz,Hasan GÜRBÜZ,,
Kahramanmaraş,Göksun,Kireçköy,Nihat TEMİZ,36.5136,37.9853
Kahramanmaraş,Göksun,Kızılöz,Ekrem BOZOĞLAN,36.6804,38.0191
Kahramanmaraş,Göksun,Kömürköy,Fevzi GÜLEÇ,36.5655,38.1475
Kahramanmaraş,Göksun,Köprübaşı,Ferruh ACER,,
Kahramanmaraş,Göksun,Korkmaz,Orhan ÜNSAL,36.7913,38.0888
Kahramanmaraş,Göksun,Küçükçamurlu,Remzi VAYVAY,36.3628,37.876
Kahramanmaraş,Göksun,Kurtuluş,Turcan TATLI,,
Kahramanmaraş,Göksun,Mahmutbey,Ahmet COŞAN,36.4798,38.0971
Kahramanmaraş,Göksun,Mehmetbey,İlyas KARATOK,36.4593,38.0931
Kahramanmaraş,Göksun,Mevlana,,,
Kahramanmaraş,Göksun,Mürselköy,Kadir KÖK,,
Kahramanmaraş,Göksun,Ortatepe,Ramazan KILINÇ,36.5254,38.071
Kahramanmaraş,Göksun,Payamburnu,Ali SARICA,,
Kahramanmaraş,Göksun,Pınarbaşı,Mehmet KOCA,,
Kahramanmaraş,Göksun,Saraycık,Aslan YAŞAR,36.5964,38.0287
Kahramanmaraş,Göksun,Sırmalı,İsmail SEVİMLİ,36.3831,37.963
Kahramanmaraş,Göksun,Soğukpınar,Kara BOZOĞLU,36.428,38.044
Kahramanmaraş,Göksun,Tahirbey,Kanber DÖNGEL,36.4586,38.1348
Kahramanmaraş,Göksun,TAŞOLUK,Ramazan GÜL,,
Kahramanmaraş,Göksun,Temürağa,Yaşar AŞKIN,36.5855,38.0508
Kahramanmaraş,Göksun,Tepebaşı,Serhat TUTAK,,
Kahramanmaraş,Göksun,Tombak,Haris KOCA,36.9511,38.1232
Kahramanmaraş,Göksun,Yağmurlu,Rahmi KOÇ,36.5858,38.0896
Kahramanmaraş,Göksun,Yantepe,Selami ALKIŞ,,
Kahramanmaraş,Göksun,Yeni,Erdoğan SAĞIR,,
Kahramanmaraş,Göksun,Yeniyapan,Ali SARIOĞLAN,36.6301,38.1441
Kahramanmaraş,Göksun,Yeşilköy,Dursun AKSU,36.7226,38.0143
Kahramanmaraş,Göksun,Yiricek,Hikmet PELTEK,36.4496,38.0055
Kahramanmaraş,Göksun,Yoğunoluk,Tekin KOÇKİRİ,36.3716,37.9326
Kahramanmaraş,Göksun,Yunus Emre,,,
Kahramanmaraş,Onikişubat,5 Nisan,Ramazan CEYHAN,36.8739,37.6018
Kahramanmaraş,Onikişubat,Abdülhamidhan,Hacı Osman KAYRAN,36.9017,37.5805
Kahramanmaraş,Onikişubat,Afşar,Fahri YILMAZ,36.788,37.5858
Kahramanmaraş,Onikişubat,Ağcalı,Mehmet KALA,,
Kahramanmaraş,Onikişubat,Akçakoyunlu,Atila KEBABCI,36.9188,37.5868
Kahramanmaraş,Onikişubat,Akif İnan,Veysel SEVERİM,36.8923,37.5831
Kahramanmaraş,Onikişubat,Altınova,Mehmet AKYOL,,
Kahramanmaraş,Onikişubat,Avcılar,Abdurrahman KAYAALP,36.803,37.8446
Kahramanmaraş,Onikişubat,Avgasır,Kadir UNKUN,36.5834,37.5983
